Name,Description,IsOwnBank,RoutingNo,SwiftCode,C_Bank>C_Location>City,C_Bank>C_Location>Postal,C_Bank>C_Location>C_Country_ID[Name]
Commerzbank ITGK 3,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 3",N,20080086,DRESDEFFI63,Hamburg,20349,Germany - Deutschland
Commerzbank ITGK4 Hamburg,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4",N,20080087,DRESDEFFI64,Hamburg,20349,Germany - Deutschland
Commerzbank ITGK5 Hamburg,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5",N,20080088,DRESDEFFI74,Hamburg,20349,Germany - Deutschland
Commerzbank ITGK6 Hamburg,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6",N,20080089,DRESDEFFI75,Hamburg,20349,Germany - Deutschland
Commerzbank ITGK 7,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 7",N,20080091,DRESDEFFJ33,Hamburg,20349,Germany - Deutschland
Commerzbank ITGK 8,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 8",N,20080092,DRESDEFFJ34,Hamburg,20349,Germany - Deutschland
Commerzbank ITGK 9,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 9",N,20080093,DRESDEFFJ35,Hamburg,20349,Germany - Deutschland
Commerzbank ITGK 10,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 10",N,20080094,DRESDEFFJ36,Hamburg,20349,Germany - Deutschland
Commerzbank ITGK 11,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 11",N,20080095,DRESDEFFJ37,Hamburg,20349,Germany - Deutschland
Commerzbank ITGK Hamburg,Commerzbank vormals Dresdner Bank ITGK,N,20089200,DRESDEFFI06,Hamburg,20349,Germany - Deutschland
DG HYP Hamburg,Deutsche Genossenschafts-Hypothekenbank,N,20090400,DGHYDEH1XXX,Hamburg,20095,Germany - Deutschland
netbank,netbank,N,20090500,GENODEF1S15,Hamburg,22704,Germany - Deutschland
apoBank Hamburg,apoBank,N,20090602,DAAEDED1002,Hamburg,20009,Germany - Deutschland
Edekabank Hamburg,Edekabank,N,20090700,EDEKDEHHXXX,Hamburg,22297,Germany - Deutschland
EBANK Gf Cash Hamburg,EBANK Gf Cash,N,20090745,EDECDEH1XXX,Hamburg,22297,Germany - Deutschland
PSD Bank Nord Hamburg,PSD Bank Nord,N,20090900,GENODEF1P08,Hamburg,22023,Germany - Deutschland
Postbank -Spar- Hamburg,Postbank (Spar),N,20110022,PBNKDEFF201,Hamburg,22283,Germany - Deutschland
Hypothekenbank Frankfurt,Hypothekenbank Frankfurt -alt-,N,20110401,,"Eschborn, Taunus",65758,Germany - Deutschland
Tokyo-Mitsubishi UFJ Hambg,"Bank of Tokyo-Mitsubishi UFJ, The -",N,20110700,BOTKDEH1XXX,Hamburg,20302,Germany - Deutschland
Bank of China Hamburg,Bank of China Fil Hamburg,N,20110800,BKCHDEFFHMB,Hamburg,20095,Germany - Deutschland
"Joh. Berenberg,Gossler & Co","Joh. Berenberg, Gossler & Co",N,20120000,BEGODEHHXXX,Hamburg,20354,Germany - Deutschland
M.M. Warburg Bank,"Warburg, M.M.- Bank",N,20120100,WBWCDEHHXXX,Hamburg,20095,Germany - Deutschland
BHF-BANK Hamburg,BHF-BANK,N,20120200,BHFBDEFF200,Hamburg,20095,Germany - Deutschland
Deutscher Ring Bspk Hamburg,Deutscher Ring Bausparkasse,N,20120400,DRBKDEH1XXX,Hamburg,22756,Germany - Deutschland
Goyer & Göppel Hamburg,Goyer & Göppel,N,20120600,GOGODEH1XXX,Hamburg,20354,Germany - Deutschland
Hanseatic Bank Hamburg,Hanseatic Bank,N,20120700,HSTBDEHHXXX,Hamburg,22177,Germany - Deutschland
Hanseatic Bk Zw Nord Hambg,Hanseatic Bank Zw Nord,N,20120701,HSTBDEH1OV1,Hamburg,22177,Germany - Deutschland
Hanseatic Bank Filiale Ost,Hanseatic Bank Filiale Ost,N,20120744,HSTBDEH1NKO,Hamburg,22177,Germany - Deutschland
Hanseatic Bank Filiale Süd,Hanseatic Bank Filiale Süd,N,20120766,HSTBDEH1NKS,Hamburg,22177,Germany - Deutschland
GRENKE BANK,GRENKE BANK,N,20130400,GREBDEH1XXX,Baden-Baden,76532,Germany - Deutschland
GRENKE BANK Hamburg,GRENKE BANK Asset Backed Securities,N,20130412,GREBDEH1ABS,Hamburg,20354,Germany - Deutschland
Barclaycard,Barclaycard Barclays Bank,N,20130600,BARCDEHAXXX,Hamburg,22761,Germany - Deutschland
Santander Bank Hamburg,Santander Consumer Bank,N,20133300,SCFBDE33XXX,Hamburg,20095,Germany - Deutschland
Hamburger Volksbank,Hamburger Volksbank,N,20190003,GENODEF1HH2,Hamburg,20097,Germany - Deutschland
VB Stormarn,Volksbank Stormarn,N,20190109,GENODEF1HH4,Bad Oldesloe,23831,Germany - Deutschland
VB Hamburg Ost-West -alt-,Volksbank Hamburg Ost-West -alt-,N,20190206,GENODEF1HH1,Hamburg,20019,Germany - Deutschland
Vierländer VB Hamburg,Vierländer Volksbank,N,20190301,GENODEF1HH3,Hamburg,21037,Germany - Deutschland
MKB Hamburg,MKB Mittelstandskreditbank,N,20190800,GENODEF1MKB,Hamburg,22547,Germany - Deutschland
Bank Melli Iran Hamburg,Bank Melli Iran,N,20210200,,Hamburg,20421,Germany - Deutschland
Bank Saderat Iran Hamburg,Bank Saderat Iran,N,20210300,,Hamburg,20422,Germany - Deutschland
DNB Bank,DNB Bank ASA - Filiale Deutschland,N,20220100,DNBADEHXXXX,Hamburg,20305,Germany - Deutschland
M.M. Warburg Hyp Hamburg,"Warburg, M.M. - Hypothekenbank",N,20220400,MMWHDEH1XXX,Hamburg,20044,Germany - Deutschland
Schröderbank Hamburg,"Schröder, Otto M. - Bank",N,20230300,OSCBDEH1XXX,Hamburg,20316,Germany - Deutschland
Isbank Hamburg,Isbank Fil Hamburg,N,20230600,ISBKDEFXHAM,Hamburg,20095,Germany - Deutschland
Sutor Bank Hamburg,Max Heinr. Sutor,N,20230800,MHSBDEHBXXX,Hamburg,20433,Germany - Deutschland
Europ-Iran Handelsbk Hambg,Europäisch-Iranische Handelsbank,N,20310300,,Hamburg,20095,Germany - Deutschland
RBS NDL Frankfurt,The Royal Bank of Scotland Niederlassung Frankfurt,N,20310600,ABNADEFFHAM,Hamburg,20001,Germany - Deutschland
Danske Bank Hamburg,Danske Bank,N,20320500,DABADEHHXXX,Hamburg,20010,Germany - Deutschland
"Ld Bk Hess-Thür, Gz, Dus",Landesbank Hessen-Thüringen Girozentrale NL. Düsseldorf,N,20350000,WELADEHHXXX,Hamburg,20095,Germany - Deutschland
Sparda-Bank Hamburg,Sparda-Bank Hamburg,N,20690500,GENODEF1S11,Hamburg,22704,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,20730000,HYVEDEMM314,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC01,UniCredit Bank - HVB Settlement EAC01,N,20730001,HYVEDEMME01,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC02,UniCredit Bank - HVB Settlement EAC02,N,20730002,HYVEDEMME02,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC03,UniCredit Bank - HVB Settlement EAC03,N,20730003,HYVEDEMME03,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC04,UniCredit Bank - HVB Settlement EAC04,N,20730004,HYVEDEMME04,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC05,UniCredit Bank - HVB Settlement EAC05,N,20730005,HYVEDEMME05,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC06,UniCredit Bank - HVB Settlement EAC06,N,20730006,HYVEDEMME06,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC07,UniCredit Bank - HVB Settlement EAC07,N,20730007,HYVEDEMME07,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC08,UniCredit Bank - HVB Settlement EAC08,N,20730008,HYVEDEMME08,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC09,UniCredit Bank - HVB Settlement EAC09,N,20730009,HYVEDEMME09,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC10,UniCredit Bank - HVB Settlement EAC10,N,20730010,HYVEDEMME10,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC11,UniCredit Bank - HVB Settlement EAC11,N,20730011,HYVEDEMME11,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC12,UniCredit Bank - HVB Settlement EAC12,N,20730012,HYVEDEMME12,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC13,UniCredit Bank - HVB Settlement EAC13,N,20730013,HYVEDEMME13,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC14,UniCredit Bank - HVB Settlement EAC14,N,20730014,HYVEDEMME14,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC15,UniCredit Bank - HVB Settlement EAC15,N,20730015,HYVEDEMME15,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC16,UniCredit Bank - HVB Settlement EAC16,N,20730016,HYVEDEMME16,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC17,UniCredit Bank - HVB Settlement EAC17,N,20730017,HYVEDEMME17,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC18,UniCredit Bank - HVB Settlement EAC18,N,20730018,HYVEDEMME18,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC19,UniCredit Bank - HVB Settlement EAC19,N,20730019,HYVEDEMME19,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC20,UniCredit Bank - HVB Settlement EAC20,N,20730020,HYVEDEMME20,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC21,UniCredit Bank - HVB Settlement EAC21,N,20730021,HYVEDEMME21,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC22,UniCredit Bank - HVB Settlement EAC22,N,20730022,HYVEDEMME22,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC23,UniCredit Bank - HVB Settlement EAC23,N,20730023,HYVEDEMME23,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC24,UniCredit Bank - HVB Settlement EAC24,N,20730024,HYVEDEMME24,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC25,UniCredit Bank - HVB Settlement EAC25,N,20730025,HYVEDEMME25,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC26,UniCredit Bank - HVB Settlement EAC26,N,20730026,HYVEDEMME26,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC27,UniCredit Bank - HVB Settlement EAC27,N,20730027,HYVEDEMME27,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC28,UniCredit Bank - HVB Settlement EAC28,N,20730028,HYVEDEMME28,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC29,UniCredit Bank - HVB Settlement EAC29,N,20730029,HYVEDEMME29,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC30,UniCredit Bank - HVB Settlement EAC30,N,20730030,HYVEDEMME30,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC31,UniCredit Bank - HVB Settlement EAC31,N,20730031,HYVEDEMME31,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC32,UniCredit Bank - HVB Settlement EAC32,N,20730032,HYVEDEMME32,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC33,UniCredit Bank - HVB Settlement EAC33,N,20730033,HYVEDEMME33,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC34,UniCredit Bank - HVB Settlement EAC34,N,20730034,HYVEDEMME34,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC35,UniCredit Bank - HVB Settlement EAC35,N,20730035,HYVEDEMME35,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC36,UniCredit Bank - HVB Settlement EAC36,N,20730036,HYVEDEMME36,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC37,UniCredit Bank - HVB Settlement EAC37,N,20730037,HYVEDEMME37,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC38,UniCredit Bank - HVB Settlement EAC38,N,20730038,HYVEDEMME38,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC39,UniCredit Bank - HVB Settlement EAC39,N,20730039,HYVEDEMME39,Hamburg,21050,Germany - Deutschland
UniCredit Bk Settlemt EAC40,UniCredit Bank - HVB Settlement EAC40,N,20730040,HYVEDEMME40,Hamburg,21050,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,20730051,HYVEDEMM316,Buxtehude,21614,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,20730053,HYVEDEMM330,"Stade, Niederelbe",21682,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,20730054,HYVEDEMM324,Winsen (Luhe),21423,Germany - Deutschland
Spk Harburg-Buxtehude,Sparkasse Harburg-Buxtehude,N,20750000,NOLADE21HAM,Hamburg,21045,Germany - Deutschland
BBk Kiel,Bundesbank,N,21000000,MARKDEF1210,Kiel,24100,Germany - Deutschland
SEB Kiel,SEB,N,21010111,ESSEDE5F210,Kiel,24103,Germany - Deutschland
Sydbank Fil. Kiel,Sydbank Filiale Kiel,N,21020600,SYBKDE22KIE,Kiel,24103,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21030000,HYVEDEMM372,Kiel,24103,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21030092,HYVEDEMM373,Eckernförde,24340,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21030093,HYVEDEMM379,"Preetz, Holst",24211,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21030094,HYVEDEMM382,"Schönkirchen, Holst",24232,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21030095,HYVEDEMM375,Eutin,23701,Germany - Deutschland
Commerzbank Kiel,Commerzbank,N,21040010,COBADEFF210,Kiel,24100,Germany - Deutschland
Commerzbank Eckernförde,Commerzbank,N,21042076,COBADEFF245,Eckernförde,24331,Germany - Deutschland
"HSH Nordbank HH, Kiel","HSH Nordbank Hamburg, Kiel",N,21050000,HSHNDEHHXXX,Kiel,24100,Germany - Deutschland
Förde Sparkasse,Förde Sparkasse,N,21050170,NOLADE21KIE,Kiel,24103,Germany - Deutschland
Bordesholmer Sparkasse,Bordesholmer Sparkasse,N,21051275,NOLADE21BOR,Bordesholm,24582,Germany - Deutschland
Spk Kreis Plön -alt-,Sparkasse Kreis Plön -alt-,N,21051580,NOLADE21PLN,Plön,24301,Germany - Deutschland
Sparkasse Eckernförde -alt-,Sparkasse Eckernförde -alt-,N,21052090,NOLADE21ECK,Eckernförde,24340,Germany - Deutschland
Ev. Darlehnsgen. Kiel,Evangelische Darlehnsgenossenschaft,N,21060237,GENODEF1EDG,Kiel,24103,Germany - Deutschland
Raiffbk Kr Plön -alt-,Raiffeisenbank im Kreis Plön -alt-,N,21064045,GENODEF1LTJ,"Lütjenburg, Holst",24318,Germany - Deutschland
Deutsche Bank Kiel,Deutsche Bank,N,21070020,DEUTDEHH210,Kiel,24011,Germany - Deutschland
Deutsche Bank PGK Kiel,Deutsche Bank Privat und Geschäftskunden,N,21070024,DEUTDEDB210,Kiel,24011,Germany - Deutschland
Commerzbank Kiel,Commerzbank vormals Dresdner Bank,N,21080050,DRESDEFF210,Kiel,24018,Germany - Deutschland
Commerzbank ITGK Kiel,Commerzbank vormals Dresdner Bank ITGK,N,21089201,DRESDEFFI07,Kiel,24018,Germany - Deutschland
Kieler Volksbank,Kieler Volksbank,N,21090007,GENODEF1KIL,Kiel,24027,Germany - Deutschland
apoBank Kiel,apoBank,N,21090619,DAAEDED1019,Kiel,24017,Germany - Deutschland
PSD Bank Kiel,PSD Bank Kiel,N,21090900,GENODEF1P11,Kiel,24034,Germany - Deutschland
Eckernförder Bank VRB,Eckernförder Bank Volksbank-Raiffeisenbank,N,21092023,GENODEF1EFO,Eckernförde,24331,Germany - Deutschland
SEB Neumünster,SEB,N,21210111,ESSEDE5F212,"Neumünster, Holst",24534,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21230085,HYVEDEMM380,"Neumünster, Holst",24534,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21230086,HYVEDEMM384,Bad Bramstedt,24576,Germany - Deutschland
Commerzbank Neumünster,Commerzbank,N,21240040,COBADEFF212,"Neumünster, Holst",24503,Germany - Deutschland
Commerzbank Bad Bramstedt,Commerzbank,N,21241540,COBADEFF225,Bad Bramstedt,24571,Germany - Deutschland
Raiffeisenbank Wasbek -alt-,Raiffeisenbank -alt-,N,21261089,GENODEF1WAS,Wasbek,24647,Germany - Deutschland
Raiffbk Kl-Kummerfeld -alt-,Raiffbk Kl-Kummerfeld -alt-,N,21261227,GENODEF1BOO,Groß Kummerfeld,24626,Germany - Deutschland
Deutsche Bank Neumünster,Deutsche Bank,N,21270020,DEUTDEHH212,"Neumünster, Holst",24504,Germany - Deutschland
Deutsche Bank PGK Neumünste,Deutsche Bank Privat und Geschäftskunden,N,21270024,DEUTDEDB212,"Neumünster, Holst",24504,Germany - Deutschland
Commerzbank Neumünster,Commerzbank vormals Dresdner Bank,N,21280002,DRESDEFF212,"Neumünster, Holst",24504,Germany - Deutschland
VR Bank Neumünster,VR Bank Neumünster,N,21290016,GENODEF1NMS,"Neumünster, Holst",24517,Germany - Deutschland
Commerzbank Neustadt Holst,Commerzbank,N,21340010,COBADEFF226,Neustadt in Holstein,23722,Germany - Deutschland
Spk Holstein Eutin,Sparkasse Holstein,N,21352240,NOLADE21HOL,Eutin,23692,Germany - Deutschland
VR Bk Ostholstein Nord-Plön,VR Bank Ostholstein Nord-Plön,N,21390008,GENODEF1NSH,Neustadt in Holstein,23730,Germany - Deutschland
Volksbank Eutin,Volksbank Eutin Raiffeisenbank,N,21392218,GENODEF1EUT,Eutin,23693,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21430070,HYVEDEMM387,Rendsburg,24768,Germany - Deutschland
Commerzbank Rendsburg,Commerzbank,N,21440045,COBADEFF214,Rendsburg,24768,Germany - Deutschland
Spk Mittelholstein Rendsbg,Sparkasse Mittelholstein Rendsburg,N,21450000,NOLADE21RDB,Rendsburg,24768,Germany - Deutschland
Sparkasse Büdelsdorf -alt-,Sparkasse Büdelsdorf -alt-,N,21451205,NOLADE21BDF,Büdelsdorf,24782,Germany - Deutschland
Spk Hohenwestedt,Sparkasse Hohenwestedt,N,21452030,NOLADE21HWS,Hohenwestedt,24594,Germany - Deutschland
VB-Raiffbk i Kr Rendsburg,Volksbank-Raiffeisenbank im Kreis Rendsburg,N,21463603,GENODEF1NTO,Rendsburg,24755,Germany - Deutschland
Raiffbk Todenbüttel,Raiffeisenbank,N,21464671,GENODEF1TOB,Todenbüttel,24819,Germany - Deutschland
Commerzbank Rendsburg,Commerzbank vormals Dresdner Bank,N,21480003,DRESDEFF214,Rendsburg,24752,Germany - Deutschland
BBk Hamburg eh Flensburg,Bundesbank eh Flensburg,N,21500000,MARKDEF1215,Hamburg,22772,Germany - Deutschland
Sydbank Fil. Flensburg,Sydbank Filiale Flensburg,N,21510600,SYBKDE22XXX,Flensburg,24939,Germany - Deutschland
Union-Bank Flensburg,Union-Bank Flensburg,N,21520100,UNBNDE21XXX,Flensburg,24937,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21530080,HYVEDEMM334,Flensburg,24937,Germany - Deutschland
Commerzbank Flensburg,Commerzbank,N,21540060,COBADEFF215,Flensburg,24903,Germany - Deutschland
Nord-Ostsee Spk Flensburg,Nord-Ostsee Sparkasse,N,21550050,NOLADE21FLS,Flensburg,24917,Germany - Deutschland
Raiffbk Handewitt,Raiffeisenbank,N,21565316,GENODEF1HDW,Handewitt,24983,Germany - Deutschland
Volks- u Raiffeisenbank,Volks- und Raiffeisenbank,N,21566356,GENODEF1SBR,Süderbrarup,24392,Germany - Deutschland
Raiffbk Kleinjörl -alt-,Raiffeisenbank Kleinjörl -alt-,N,21567360,GENODEF1KJO,Jörl,24992,Germany - Deutschland
Deutsche Bank Flensburg,Deutsche Bank,N,21570011,DEUTDEHH215,Flensburg,24904,Germany - Deutschland
Deutsche Bank PGK Flensburg,Deutsche Bank Privat und Geschäftskunden,N,21570024,DEUTDEDB215,Flensburg,24904,Germany - Deutschland
Commerzbank Flensburg,Commerzbank vormals Dresdner Bank,N,21580000,DRESDEFF215,Flensburg,24904,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21630060,HYVEDEMM393,Schleswig,24837,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21630061,HYVEDEMM394,Schleswig,24837,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21630062,HYVEDEMM395,"Kappeln, Schlei",24376,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21630063,HYVEDEMM397,Süderbrarup,24392,Germany - Deutschland
Spk Schleswig-Flensburg alt,Sparkasse Schleswig-Flensburg -alt-,N,21650110,NOLADE21SLN,Schleswig,24822,Germany - Deutschland
VR Bank Flensburg-Schleswig,VR Bank Flensburg-Schleswig,N,21661719,GENODEF1RSL,Schleswig,24837,Germany - Deutschland
Schleswiger Volksbank,"Schleswiger Volksbank, Volksbank Raiffeisenbank",N,21690020,GENODEF1SLW,Schleswig,24837,Germany - Deutschland
BBk Hamburg eh Husum,Bundesbank eh Husum,N,21700000,MARKDEF1217,Hamburg,22772,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21730040,HYVEDEMM348,"Husum, Nordsee",25813,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21730042,HYVEDEMM353,Garding,25836,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21730043,HYVEDEMM355,Niebüll,25899,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21730044,HYVEDEMM358,Tönning,25832,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21730045,HYVEDEMM359,Sylt,25980,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21730046,HYVEDEMM361,Wyk auf Föhr,25938,Germany - Deutschland
Commerzbank Husum Nordsee,Commerzbank,N,21740043,COBADEFF217,"Husum, Nordsee",25801,Germany - Deutschland
Commerzbank Niebüll,Commerzbank,N,21741674,COBADEFF211,Niebüll,25899,Germany - Deutschland
Commerzbank Westerland,Commerzbank,N,21741825,COBADEFF220,Sylt,25961,Germany - Deutschland
Nord-Ostsee Spk Schleswig,Nord-Ostsee Sparkasse,N,21750000,NOLADE21NOS,Schleswig,24837,Germany - Deutschland
Spk Bredstedt,Spar- und Leihkasse zu Bredstedt,N,21751230,NOLADE21BRD,Bredstedt,25821,Germany - Deutschland
Husumer Volksbank,Husumer Volksbank,N,21762550,GENODEF1HUM,"Husum, Nordsee",25803,Germany - Deutschland
VR Bank Niebüll,VR Bank,N,21763542,GENODEF1BDS,Niebüll,25899,Germany - Deutschland
Deutsche Bank Husum Nordsee,Deutsche Bank,N,21770011,DEUTDEHH217,"Husum, Nordsee",25801,Germany - Deutschland
Deutsche Bank PGK Husum,Deutsche Bank Privat und Geschäftskunden,N,21770024,DEUTDEDB217,"Husum, Nordsee",25801,Germany - Deutschland
Sylter Bank,Sylter Bank,N,21791805,GENODEF1SYL,Sylt,25985,Germany - Deutschland
Föhr-Amrumer Bank,Föhr-Amrumer Bank,N,21791906,GENODEF1WYK,Wyk auf Föhr,25930,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21830030,HYVEDEMM340,"Heide, Holst",25746,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21830032,HYVEDEMM341,Brunsbüttel,25541,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21830033,HYVEDEMM342,Büsum,25761,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21830034,HYVEDEMM343,"Marne, Holst",25709,Germany - Deutschland
UniCredit Bk ex VereinWest,UniCredit Bank - HypoVereinsbank (ex VereinWest),N,21830035,HYVEDEMM346,Meldorf,25704,Germany - Deutschland
Commerzbank Heide Holst,Commerzbank,N,21840078,COBADEFF218,"Heide, Holst",25740,Germany - Deutschland
Commerzbank Brunsbüttel,Commerzbank,N,21841328,COBADEFF219,Brunsbüttel,25534,Germany - Deutschland
