Name,Description,IsOwnBank,RoutingNo,SwiftCode,C_Bank>C_Location>City,C_Bank>C_Location>Postal,C_Bank>C_Location>C_Country_ID[Name]
VR-Bank HG-Bank,VR-Bank Handels- und Gewerbebank,N,72062152,GENODEF1MTG,Gersthofen,86358,Germany - Deutschland
Raiffbk Adelzhausen-Sielenb,Raiffeisenbank Adelzhausen-Sielenbach,N,72069002,GENODEF1ADZ,Adelzhausen,86559,Germany - Deutschland
Raiffeisenbank Aindling,Raiffeisenbank,N,72069005,GENODEF1AIL,Aindling,86447,Germany - Deutschland
Raiffeisenbank Bissingen,Raiffeisenbank Bissingen,N,72069034,GENODEF1BSI,"Bissingen, Schwab",86657,Germany - Deutschland
Raiffeisenbank Bobingen,Raiffeisenbank,N,72069036,GENODEF1BOI,Bobingen,86394,Germany - Deutschland
Raiffeisenbank Burgau,Raiffeisenbank,N,72069043,GENODEF1GZ2,"Burgau, Schwab",89327,Germany - Deutschland
Raiffbk Gersthofen -alt-,Raiffeisenbank Gersthofen -alt-,N,72069081,GENODEF1GHF,Gersthofen,86358,Germany - Deutschland
RB Bibertal-Kötz,Raiffeisenbank Bibertal-Kötz,N,72069090,GENODEF1KEZ,Kötz,89359,Germany - Deutschland
Raiffeisenbank Hiltenfingen,Raiffeisenbank,N,72069105,GENODEF1HTF,Hiltenfingen,86856,Germany - Deutschland
Raiffbk Höchstädt -alt-,Raiffeisenbank Höchstädt u. U. -alt-,N,72069108,GENODEF1HDT,Höchstädt a.d.Donau,89420,Germany - Deutschland
Raiffeisenbank Aschberg,Raiffeisenbank Aschberg,N,72069113,GENODEF1HZH,"Holzheim, Kr Dillingen a d Donau",89438,Germany - Deutschland
Raiffeisenbank Holzheim,Raiffeisenbank,N,72069114,GENODEF1HZR,Holzheim b Neu-Ulm,89291,Germany - Deutschland
Raiffeisenbank Ichenhausen,Raiffeisenbank Ichenhausen,N,72069119,GENODEF1ICH,Ichenhausen,89335,Germany - Deutschland
Raiffbk Jettingen-Schep,Raiffeisenbank Jettingen-Scheppach,N,72069123,GENODEF1JET,Jettingen-Scheppach,89341,Germany - Deutschland
RB Bibertal-Kötz,Raiffeisenbank Bibertal-Kötz,N,72069126,GENODEF1BBT,"Bibertal, Schwab",89346,Germany - Deutschland
Raiffbk Krumbach/Schwaben,Raiffeisenbank Krumbach/Schwaben,N,72069132,GENODEF1KRR,Krumbach (Schwaben),86370,Germany - Deutschland
Raiffbk Stauden Langenneufn,Raiffeisenbank Stauden,N,72069135,GENODEF1LST,Langenneufnach,86863,Germany - Deutschland
Rbk Langweid-Achsh-alt-,Raiffeisenbank Langweid-Achsheim -alt-,N,72069139,GENODEF1LWA,Langweid a. Lech,86462,Germany - Deutschland
Raiffbk Emersacker-alt-,Raiffeisenbank -alt-,N,72069141,GENODEF1ECK,Emersacker,86494,Germany - Deutschland
Raiffbk Kissing-Mering,Raiffeisenbank Kissing-Mering,N,72069155,GENODEF1MRI,"Mering, Schwab",86407,Germany - Deutschland
Raiffbk Unteres Zusamtal,Raiffeisenbank Unteres Zusamtal,N,72069179,GENODEF1BWI,Buttenwiesen,86644,Germany - Deutschland
Raiffeisenbank Offingen,Raiffeisenbank,N,72069181,GENODEF1OFF,"Offingen, Donau",89362,Germany - Deutschland
Raiffeisenbank Rehling,Raiffeisenbank,N,72069193,GENODEF1RLI,Rehling,86508,Germany - Deutschland
Raiffeisenbank Roggenburg,Raiffeisenbank,N,72069209,GENODEF1RGB,"Roggenburg, Schwab",89297,Germany - Deutschland
Raiffbk Schwabmünchen,Raiffeisenbank,N,72069220,GENODEF1SMU,Schwabmünchen,86827,Germany - Deutschland
Raiffeisenbank Thannhausen,Raiffeisenbank,N,72069235,GENODEF1THS,"Thannhausen, Schwab",86467,Germany - Deutschland
Raiffeisenbank Wittislingen,Raiffeisenbank Wittislingen,N,72069263,GENODEF1WTS,Wittislingen,89424,Germany - Deutschland
Raiffbk Augsburger Ld West,Raiffeisenbank Augsburger Land West,N,72069274,GENODEF1ZUS,Zusmarshausen,86441,Germany - Deutschland
RVB Wemding,Raiffeisen-Volksbank Wemding,N,72069308,GENODEF1WDN,Wemding,86648,Germany - Deutschland
Raiffeisen-Volksbank Ries,Raiffeisen-Volksbank Ries,N,72069329,GENODEF1NOE,Nördlingen,86720,Germany - Deutschland
Raiffbk Iller-Roth-Günz,Raiffeisenbank Iller-Roth-Günz,N,72069736,GENODEF1BLT,"Bellenberg, Schwab",89285,Germany - Deutschland
Raiffbk Pfaffenhausen,Raiffeisenbank Pfaffenhausen,N,72069789,GENODEF1PFA,"Pfaffenhausen, Schwab",87772,Germany - Deutschland
Deutsche Bank Augsburg,Deutsche Bank,N,72070001,DEUTDEMM720,"Augsburg, Bay",86004,Germany - Deutschland
Deutsche Bank PGK Augsburg,Deutsche Bank Privat und Geschäftskunden,N,72070024,DEUTDEDB720,"Augsburg, Bay",86004,Germany - Deutschland
Commerzbank Augsburg,Commerzbank vormals Dresdner Bank,N,72080001,DRESDEFF720,"Augsburg, Bay",86004,Germany - Deutschland
Augusta-Bank RVB Augsburg,Augusta-Bank Raiffeisen-Volksbank,N,72090000,GENODEF1AUB,"Augsburg, Bay",86012,Germany - Deutschland
Sparda-Bank Augsburg,Sparda-Bank Augsburg,N,72090500,GENODEF1S03,"Augsburg, Bay",86013,Germany - Deutschland
PSD Bank München Augsburg,PSD Bank München,N,72090900,GENODEF1P14,"Augsburg, Bay",86012,Germany - Deutschland
Volksbank Günzburg,Volksbank Günzburg,N,72091800,GENODEF1GZ1,Günzburg,89312,Germany - Deutschland
BBk München eh Ingolstadt,Bundesbank eh Ingolstadt,N,72100000,MARKDEF1721,München,80711,Germany - Deutschland
UniCredit Bank-HypoVereinbk,UniCredit Bank - HypoVereinsbank,N,72120078,HYVEDEMM426,"Ingolstadt, Donau",85017,Germany - Deutschland
UniCredit Bank-HypoVereinbk,UniCredit Bank - HypoVereinsbank,N,72120079,,"Ingolstadt, Donau",85017,Germany - Deutschland
UniCredit exHypo Ndl648 Ing,UniCredit Bank - HypoVereinsbank Ndl 648 Ing,N,72120207,HYVEDEM1093,Aschheim,85609,Germany - Deutschland
UniCredit Bank-HypoVereinbk,UniCredit Bank - HypoVereinsbank,N,72122181,HYVEDEMM665,Neuburg a.d.Donau,86616,Germany - Deutschland
Commerzbank Ingolstadt,Commerzbank,N,72140052,COBADEFF721,"Ingolstadt, Donau",85018,Germany - Deutschland
Sparkasse Ingolstadt,Sparkasse Ingolstadt,N,72150000,BYLADEM1ING,"Ingolstadt, Donau",85023,Germany - Deutschland
Sparkasse Eichstätt,Sparkasse Eichstätt,N,72151340,BYLADEM1EIS,"Eichstätt, Bay",85067,Germany - Deutschland
Spk Pfaffenhofen,Sparkasse Pfaffenhofen,N,72151650,BYLADEM1PAF,Pfaffenhofen a.d.Ilm,85262,Germany - Deutschland
St Spk Schrobenhausen,Stadtsparkasse Schrobenhausen,N,72151880,BYLADEM1SSH,Schrobenhausen,86521,Germany - Deutschland
Spk Neuburg-Rain,Sparkasse Neuburg-Rain,N,72152070,BYLADEM1NEB,Neuburg a.d.Donau,86633,Germany - Deutschland
VR Bank Bayern Mitte,Volksbank Raiffeisenbank Bayern Mitte,N,72160818,GENODEF1INP,"Ingolstadt, Donau",85023,Germany - Deutschland
Raiffbk Aresing-Hörz-Schilt,Raiffeisenbank Aresing-Hörzhausen-Schiltberg -alt-,N,72169013,GENODEF1ARH,"Aresing, Oberbay",86561,Germany - Deutschland
Raiffbk Aresing-Gerolsbach,Raiffeisenbank Aresing-Gerolsbach,N,72169080,GENODEF1GSB,Gerolsbach,85302,Germany - Deutschland
Raiffbk Hohenwart -alt-,Raiffeisenbank Hohenwart -alt-,N,72169111,GENODEF1HHW,"Hohenwart, Paar",86558,Germany - Deutschland
Schrobenhausener Bank,Schrobenhausener Bank,N,72169218,GENODEF1SBN,Schrobenhausen,86529,Germany - Deutschland
Raiffbk Schrobenhausener Ld,Raiffeisenbank Schrobenhausener Land,N,72169246,GENODEF1WFN,Langenmosen,86571,Germany - Deutschland
Raiffeisenbank Beilngries,Raiffeisenbank Beilngries,N,72169380,GENODEF1BLN,Beilngries,92339,Germany - Deutschland
Rbk Berg im Gau-L -alt-,Raiffeisenbank Berg im Gau-Langenmosen -alt-,N,72169733,GENODEF1LBE,Langenmosen,86571,Germany - Deutschland
Raiffbk Ehekirchen-Oberhsn,Raiffeisenbank Ehekirchen-Oberhausen,N,72169745,GENODEF1WDF,"Ehekirchen, Oberbay",86676,Germany - Deutschland
Raiffbk Ober-Unterhause-alt,Raiffeisenbank Ober-Unterhausen-Sinning -alt-,N,72169753,GENODEF1OUS,Oberhausen b Neuburg a d Donau,86697,Germany - Deutschland
RV Neuburg/Donau,Raiffeisen-Volksbank Neuburg/Donau,N,72169756,GENODEF1ND2,Neuburg a.d.Donau,86621,Germany - Deutschland
Raiffbk Donaumooser Land,Raiffeisenbank Donaumooser Land,N,72169764,GENODEF1WRI,Karlshuld,86668,Germany - Deutschland
Raiffbk Gaimersheim-Buxheim,Raiffeisenbank Gaimersheim-Buxheim,N,72169812,GENODEF1GAH,Gaimersheim,85080,Germany - Deutschland
Raiffbk Riedenburg-Lobs,Raiffeisenbank Riedenburg-Lobsing,N,72169831,GENODEF1RBL,"Riedenburg, Altmühltal",93339,Germany - Deutschland
Deutsche Bank Ingolstadt,Deutsche Bank,N,72170007,DEUTDEMM721,"Ingolstadt, Donau",85010,Germany - Deutschland
Deutsche Bank PGK Ingolstad,Deutsche Bank Privat und Geschäftskunden,N,72170024,DEUTDEDB721,"Ingolstadt, Donau",85010,Germany - Deutschland
Commerzbank Ingolstadt,Commerzbank vormals Dresdner Bank,N,72180002,DRESDEFF721,"Ingolstadt, Donau",85018,Germany - Deutschland
Volksbank Eichstätt,Volksbank Raiffeisenbank Eichstätt,N,72191300,GENODEF1EIH,"Eichstätt, Bay",85067,Germany - Deutschland
Hallertauer Volksbank,Hallertauer Volksbank,N,72191600,GENODEF1PFI,Pfaffenhofen a.d.Ilm,85276,Germany - Deutschland
VB Schrobenhausen -alt-,Volksbank Schrobenhausen -alt-,N,72191800,GENODEF1SHV,Schrobenhausen,86522,Germany - Deutschland
UniCredit Bank-HypoVereinbk,UniCredit Bank - HypoVereinsbank,N,72220074,HYVEDEMM255,Donauwörth,86609,Germany - Deutschland
UniCredit Bank-HypoVereinbk,UniCredit Bank - HypoVereinsbank,N,72223182,HYVEDEMM263,Nördlingen,86715,Germany - Deutschland
Sparkasse Nördlingen,Sparkasse Nördlingen,N,72250000,BYLADEM1NLG,Nördlingen,86715,Germany - Deutschland
Spk Donauwörth,Sparkasse Donauwörth,N,72250160,BYLADEM1DON,Donauwörth,86604,Germany - Deutschland
Kr u St Spk Dillingen,Kreis- und Stadtsparkasse Dillingen,N,72251520,BYLADEM1DLG,Dillingen a.d.Donau,89401,Germany - Deutschland
Raiffeisenbank Rain am Lech,Raiffeisenbank Rain am Lech,N,72261754,GENODEF1RLH,"Rain, Lech",86638,Germany - Deutschland
Raiff-VB Dillingen,Raiffeisen-Volksbank Dillingen,N,72262401,GENODEF1DLG,Dillingen a.d.Donau,89407,Germany - Deutschland
Genossenschaftsbk Wert-alt-,Genossenschaftsbank Wertingen -alt-,N,72262901,GENODEF1WTG,Wertingen,86635,Germany - Deutschland
Raiff-VB Donauwörth,Raiffeisen-Volksbank Donauwörth,N,72290100,GENODEF1DON,Donauwörth,86604,Germany - Deutschland
Spk Neu-Ulm Illertissen,Sparkasse Neu-Ulm-Illertissen,N,73050000,BYLADEM1NUL,Neu-Ulm,89206,Germany - Deutschland
VR-Bank Neu-Ulm/Weißenhorn,VR-Bank Neu-Ulm/Weißenhorn,N,73061191,GENODEF1NU1,Weißenhorn,89264,Germany - Deutschland
Volksbank Neu-Ulm,Volksbank Neu-Ulm,N,73090000,GENODEF1NUV,Neu-Ulm,89212,Germany - Deutschland
BBk Augsburg eh Memmingen,Bundesbank eh Memmingen,N,73100000,MARKDEF1731,"Augsburg, Bay",86136,Germany - Deutschland
UniCredit Bank-HypoVereinbk,UniCredit Bank - HypoVereinsbank,N,73120075,HYVEDEMM436,Memmingen,87681,Germany - Deutschland
Commerzbank Memmingen,Commerzbank Memmingen,N,73140046,COBADEFF731,Memmingen,87700,Germany - Deutschland
Spk Memmingen-Lindau-Mindel,Sparkasse Memmingen-Lindau-Mindelheim,N,73150000,BYLADEM1MLM,Memmingen,87688,Germany - Deutschland
Genobank Unterallgäu,Genossenschaftsbank Unterallgäu,N,73160000,GENODEF1MIR,Mindelheim,87719,Germany - Deutschland
Raiffbk Bad Grönenbach,Raiffeisenbank Bad Grönenbach,N,73161455,GENODEF1GNB,"Bad Grönenbach, Allgäu",87728,Germany - Deutschland
Commerzbank Memmingen,Commerzbank vormals Dresdner Bank,N,73180011,DRESDEFF731,Memmingen,87681,Germany - Deutschland
VR-Bank Memmingen,VR-Bank Memmingen,N,73190000,GENODEF1MM1,Memmingen,87689,Germany - Deutschland
Illertisser Bank -alt-,Volksbank Ulm-Biberach -alt-,N,73191500,ULMVDE66002,Illertissen,89257,Germany - Deutschland
BBk Augsburg eh Kempten,Bundesbank eh Kempten,N,73300000,MARKDEF1733,"Augsburg, Bay",86136,Germany - Deutschland
Hypo-Landesbk,Vorarlberger Landes- und Hypothekenbank,N,73311600,HYPVDE71XXX,"Riezlern, Kleinwalsertal",87567,Germany - Deutschland
UniCredit Bank-HypoVereinbk,UniCredit Bank - HypoVereinsbank,N,73320073,HYVEDEMM428,Kempten (Allgäu),87402,Germany - Deutschland
UniCredit exHypo Ndl669 Kpt,UniCredit Bank - HypoVereinsbank Ndl 669 Kpt,N,73320442,HYVEDEM1097,Aschheim,85609,Germany - Deutschland
UniCredit Bank-HypoVereinbk,UniCredit Bank - HypoVereinsbank,N,73321177,HYVEDEMM567,Oberstdorf,87552,Germany - Deutschland
UniCredit Bank-HypoVereinbk,UniCredit Bank - HypoVereinsbank,N,73322380,HYVEDEMM570,"Sonthofen, Oberallgäu",87515,Germany - Deutschland
Saliterbank Obergünzburg,Gabler Saliter Bankgeschäft,N,73331700,GABLDE71XXX,Obergünzburg,87634,Germany - Deutschland
Commerzbank Kempten Allgäu,Commerzbank Kempten Allgäu,N,73340046,COBADEFF733,Kempten (Allgäu),87435,Germany - Deutschland
Sparkasse Allgäu,Sparkasse Allgäu,N,73350000,BYLADEM1ALG,Kempten (Allgäu),87414,Germany - Deutschland
Sparkasse Riezlern,"Sparkasse Riezlern, Kleinwalsertal",N,73351635,BYLADEM1ALR,"Riezlern, Kleinwalsertal",87567,Germany - Deutschland
Spk Dornbirn Riezlern,Dornbirner Sparkasse,N,73351840,,"Riezlern, Kleinwalsertal",87567,Germany - Deutschland
Walser Privatbank,Walser Privatbank,N,73361592,,"Hirschegg, Kleinwalsertal",87568,Germany - Deutschland
Bankhaus Jungholz,Bankhaus Jungholz Zndl der Raiffeisenbank Reutte,N,73362421,RBRTDE71XXX,"Jungholz, Tirol",87491,Germany - Deutschland
RLB Tirol Jungholz,Raiffeisen-Landesbank Tirol,N,73362500,RZTIDE71XXX,"Jungholz, Tirol",87491,Germany - Deutschland
Raiffbk im Allg Land,Raiffeisenbank im Allgäuer Land,N,73369264,GENODEF1DTA,Dietmannsried,87463,Germany - Deutschland
Raiffeisen-Bodenseebank,Raiffeisen-Bodenseebank,N,73369821,GENODEF1LBB,Lindau (Bodensee),88115,Germany - Deutschland
Raiffeisenbank Westallgäu,Raiffeisenbank Westallgäu,N,73369823,GENODEF1WWA,Gestratz,88167,Germany - Deutschland
Raiffbk -alt-,Raiffeisenbank Heimenkirch-Ellhofen -alt-,N,73369824,GENODEF1HKE,Heimenkirch,88178,Germany - Deutschland
Volksbank Lindenberg,Volksbank,N,73369826,GENODEF1LIA,Lindenberg i. Allgäu,88151,Germany - Deutschland
Raiffbk Aitrang-Ruderatshfn,Raiffeisenbank Aitrang-Ruderatshofen,N,73369851,GENODEF1AIT,Aitrang,87648,Germany - Deutschland
Raiffbk Fuchstal-Denklingen,Raiffeisenbank Fuchstal-Denklingen,N,73369854,GENODEF1FCH,Fuchstal b Landsberg a Lech,86925,Germany - Deutschland
Raiffeisenbank Bidingen,Raiffeisenbank,N,73369859,GENODEF1BIN,"Bidingen, Schwab",87651,Germany - Deutschland
Raiffbk Baisweil-Eggent-Fr,Raiffeisenbank Baisweil-Eggenthal-Friesenried,N,73369871,GENODEF1EGB,"Eggenthal, Schwab",87653,Germany - Deutschland
Raiffbk Füssen-Pfronten-Nes,Raiffeisenbank Füssen-Pfronten-Nesselwang,N,73369878,GENODEF1FPN,Füssen,87620,Germany - Deutschland
Raiffeisenbank Haldenwang,Raiffeisenbank Haldenwang,N,73369881,GENODEF1HWG,"Haldenwang, Allgäu",87490,Germany - Deutschland
Raiffbk Irsee-Pforz.-Rieden,Raiffeisenbank Irsee-Pforzen-Rieden -alt-,N,73369888,GENODEF1PIR,Irsee,87660,Germany - Deutschland
Raiffeisenbank Kempten,Raiffeisenbank,N,73369902,GENODEF1KM1,Kempten (Allgäu),87412,Germany - Deutschland
Raiffbk Obergermaringen alt,Raiffeisenbank Obergermaringen -alt-,N,73369915,GENODEF1GMG,Germaringen,87656,Germany - Deutschland
Raiffeisenbank Kirchweihtal,Raiffeisenbank Kirchweihtal,N,73369918,GENODEF1OKI,Pforzen,87666,Germany - Deutschland
Raiffeisenbank Oberallgäu,Raiffeisenbank Oberallgäu-Süd,N,73369920,GENODEF1SFO,"Sonthofen, Oberallgäu",87519,Germany - Deutschland
Raiffbk Südliches Ostallgäu,Raiffeisenbank Südliches Ostallgäu,N,73369933,GENODEF1RHP,Seeg,87637,Germany - Deutschland
Raiffeisenbank Seeg -alt-,Raiffeisenbank Seeg -alt-,N,73369936,GENODEF1SER,Seeg,87637,Germany - Deutschland
Raiffbk Wald-Görisried,Raiffeisenbank Wald-Görisried,N,73369954,GENODEF1WGO,"Wald, Ostallgäu",87616,Germany - Deutschland
Deutsche Bank Kempten Allga,Deutsche Bank,N,73370008,DEUTDEMM733,Kempten (Allgäu),87404,Germany - Deutschland
Deutsche Bank PGK Kempten,Deutsche Bank Privat und Geschäftskunden,N,73370024,DEUTDEDB733,Kempten (Allgäu),87404,Germany - Deutschland
Commerzbank Kempten,Commerzbank vormals Dresdner Bank,N,73380004,DRESDEFF733,Kempten (Allgäu),87404,Germany - Deutschland
Allgäuer Volksbank,Allgäuer Volksbank Kempten-Sonthofen,N,73390000,GENODEF1KEV,Kempten (Allgäu),87416,Germany - Deutschland
Volksbank Riezlern,Volksbank im Kleinwalsertal,N,73391600,VOVBDE71XXX,"Riezlern, Kleinwalsertal",87567,Germany - Deutschland
Volksbank Immenstadt,Volksbank Immenstadt,N,73392000,GENODEF1IMV,Immenstadt i. Allgäu,87504,Germany - Deutschland
Volksbank Tirol Jungholz,Volksbank Tirol Jungholz,N,73392400,VBOEDE71XXX,"Jungholz, Tirol",87491,Germany - Deutschland
UniCredit Bank-HypoVereinbk,UniCredit Bank - HypoVereinsbank,N,73420071,HYVEDEMM427,Kaufbeuren,87600,Germany - Deutschland
UniCredit exHypo Ndl693Kauf,UniCredit Bank - HypoVereinsbank Ndl 693 Kaufb,N,73420546,HYVEDEM1104,Aschheim,85609,Germany - Deutschland
UniCredit Bank-HypoVereinbk,UniCredit Bank - HypoVereinsbank,N,73421478,HYVEDEMM666,Schongau,86951,Germany - Deutschland
Commerzbank KB F-K48,Commerzbank,N,73440048,COBADEFF971,Kaufbeuren,87600,Germany - Deutschland
Kr u St Spk Kaufbeuren,Kreis- und Stadtsparkasse Kaufbeuren,N,73450000,BYLADEM1KFB,Kaufbeuren,87600,Germany - Deutschland
Kr Spk Schongau,Kreissparkasse Schongau,N,73451450,BYLADEM1SOG,Schongau,86952,Germany - Deutschland
VR Bk Kaufbeuren-Ostallgäu,VR Bank Kaufbeuren-Ostallgäu,N,73460046,GENODEF1KFB,Kaufbeuren,87600,Germany - Deutschland
Commerzbank Kaufbeuren,Commerzbank vormals Dresdner Bank,N,73480013,DRESDEFF734,Kaufbeuren,87572,Germany - Deutschland
Volksbank Ostallgäu -alt-,Volksbank Ostallgäu -alt-,N,73491300,GENODEF1OAL,Marktoberdorf,87616,Germany - Deutschland
BBk Regensburg eh Passau,Bundesbank eh Passau,N,74000000,MARKDEF1740,Regensburg,93006,Germany - Deutschland
UniCredit Bank-HypoVereinbk,UniCredit Bank - HypoVereinsbank,N,74020074,HYVEDEMM445,Passau,94002,Germany - Deutschland
RLB OÖ Zndl Süddeutschland,Raiffeisenlandesbank OÖ Zndl Süddeutschland,N,74020100,RZOODE77XXX,Passau,94036,Germany - Deutschland
UniCredit exHypo Ndl672Pass,UniCredit Bank - HypoVereinsbank Ndl 672 Pass,N,74020414,HYVEDEM1100,Aschheim,85609,Germany - Deutschland
Commerzbank Passau,Commerzbank Passau,N,74040082,COBADEFF740,Passau,94032,Germany - Deutschland
Spk Passau,Sparkasse Passau,N,74050000,BYLADEM1PAS,Passau,94014,Germany - Deutschland
Spk Freyung-Grafenau,Sparkasse Freyung-Grafenau,N,74051230,BYLADEM1FRG,"Freyung, Niederbay",94075,Germany - Deutschland
Raiffbk Am Goldenen Steig,Raiffeisenbank Am Goldenen Steig,N,74061101,GENODEF1RGS,Röhrnbach,94133,Germany - Deutschland
Raiffbk Unteres Inntal,Raiffeisenbank Unteres Inntal,N,74061564,GENODEF1NUI,Neuhaus a.Inn,94152,Germany - Deutschland
Raiffbk Ortenburg-Kirchberg,Raiffeisenbank Ortenburg-Kirchberg,N,74061670,GENODEF1ORT,Ortenburg,94496,Germany - Deutschland
VR-Bank Rottal-Inn,VR-Bank Rottal-Inn,N,74061813,GENODEF1PFK,"Pfarrkirchen, Niederbay",84347,Germany - Deutschland
Raiffbk Vilshofener Land,Raiffeisenbank Vilshofener Land,N,74062490,GENODEF1VIR,Vilshofen an der Donau,94471,Germany - Deutschland
Raiffbk i Lkr Passau-Nord,Raiffeisenbank i Lkr Passau-Nord,N,74062786,GENODEF1TIE,"Tiefenbach, Kr Passau",94113,Germany - Deutschland
Raiffeisenbank Wegscheid,Raiffeisenbank,N,74064593,GENODEF1WSD,"Wegscheid, Niederbay",94108,Germany - Deutschland
Raiffbk Fürstenzell -alt-,Raiffeisenbank Fürstenzell -alt-,N,74064742,GENODEF1FZE,Fürstenzell,94081,Germany - Deutschland
Raiffbk Salzweg-Thyrnau,Raiffeisenbank Salzweg-Thyrnau,N,74065782,GENODEF1SZT,Salzweg,94119,Germany - Deutschland
Raiffbk i Südl Bay Wald,Raiffeisenbank im Südl Bayerischen Wald,N,74066749,GENODEF1HZN,"Hauzenberg, Niederbay",94049,Germany - Deutschland
Rottaler Raiffbk,Rottaler Raiffeisenbank,N,74067000,GENODEF1POC,Pocking,94060,Germany - Deutschland
Raiffbk Viechtach-Zwiesel,Raiffeisenbank Viechtach-Zwiesel,N,74069186,GENODEF1VIZ,Viechtach,94230,Germany - Deutschland
Raiffeisenbank Grainet,Raiffeisenbank,N,74069744,GENODEF1GRT,Grainet,94143,Germany - Deutschland
Raiffbk Hohenau-Mauth,Raiffeisenbank,N,74069752,GENODEF1HHU,"Hohenau, Niederbay",94545,Germany - Deutschland
